region,no_of_trainings,previous_year_rating,length_of_service,avg_training_score,is_promoted,Female,Male,awards_0,awards_1,KPI_0,KPI_1,qualification
1,1,4.0,3,71,0,1,0,1,0,1,0,0.09031729015679735
2,1,3.0,2,61,0,0,1,1,0,1,0,0.0879620454742313
1,1,3.0,4,55,0,1,0,1,0,1,0,0.08608045747865724
0,2,1.0,3,58,0,1,0,1,0,0,1,0.08607352042122601
1,3,3.0,5,60,0,0,1,1,0,0,1,0.08244233563967292
2,1,1.0,15,51,0,0,1,1,0,1,0,0.08001130570876451
1,2,4.0,5,62,0,0,1,1,0,0,1,0.09400701886833009
1,1,3.0,3,57,0,0,1,1,0,1,0,0.08794449779496255
1,1,4.0,3,71,0,1,0,1,0,0,1,0.08920047933361665
1,1,3.0,16,70,0,0,1,1,0,1,0,0.09436471417517293
0,2,3.0,1,68,0,0,1,1,0,0,1,0.08918368290014989
2,1,4.0,10,60,0,0,1,1,0,1,0,0.09398470589158409
1,1,4.0,5,59,0,0,1,1,0,1,0,0.08704608996150158
2,1,2.0,3,49,0,0,1,1,0,0,1,0.08605060430841609
2,6,2.0,3,49,0,0,1,0,1,1,0,0.08087695520490529
1,1,4.0,4,61,0,0,1,1,0,0,1,0.08703680638843796
1,1,5.0,10,81,0,1,0,1,0,0,1,0.09633793802368455
1,1,4.0,4,68,0,0,1,1,0,0,1,0.08828379572632448
0,2,1.0,13,50,0,0,1,1,0,1,0,0.08691803350233764
1,1,3.0,5,49,0,0,1,1,0,0,1,0.09623057710240808
2,1,3.0,5,59,0,1,0,1,0,1,0,0.09395400468618575
1,1,5.0,25,66,0,1,0,1,0,0,1,0.08915354699999752
2,1,3.0,15,80,0,0,1,1,0,1,0,0.0911518721514659
2,1,5.0,9,46,0,0,1,1,0,0,1,0.0808533194828911
1,1,4.0,5,56,0,0,1,1,0,0,1,0.08701745366308651
1,1,2.0,7,59,0,0,1,1,0,1,0,0.09393479849662006
2,1,4.0,9,60,0,0,1,1,0,0,1,0.08151128818501384
1,1,3.0,4,75,0,0,1,1,0,1,0,0.08913334417606884
1,1,4.0,2,77,0,1,0,1,0,0,1,0.0902576573429645
1,1,1.0,6,82,0,0,1,1,0,1,0,0.09629612142915195
2,1,5.0,10,58,0,0,1,1,0,1,0,0.10319347155992394
1,1,5.0,5,59,0,0,1,1,0,0,1,0.08786992630419437
0,1,4.0,5,57,0,0,1,1,0,1,0,0.08698832953140094
1,1,5.0,13,57,0,1,0,1,0,0,1,0.08698160896859043
2,1,5.0,10,48,0,0,1,1,0,1,0,0.07995587158948068
2,1,2.0,6,51,0,0,1,1,0,1,0,0.08600184692710294
1,1,1.0,7,47,0,0,1,1,0,1,0,0.08687503762864625
1,1,3.0,3,76,0,1,0,1,0,0,1,0.09715044331629867
2,1,2.0,4,58,0,0,1,1,0,1,0,0.0938888282933915
2,1,3.0,7,61,1,1,0,1,0,1,0,0.07512720403941005
1,1,3.0,24,58,0,1,0,1,0,1,0,0.09302090991668105
2,1,3.0,14,45,0,0,1,1,0,1,0,0.08083157518157752
2,2,1.0,2,49,0,1,0,1,0,1,0,0.08082611339822894
1,1,3.0,4,68,0,0,1,1,0,0,1,0.08911549444358312
2,1,5.0,2,60,0,1,0,1,0,0,1,0.07033529785829722
2,1,3.0,3,82,0,0,1,1,0,1,0,0.0902423635545652
2,1,5.0,4,50,0,0,1,1,0,1,0,0.08081343019969894
2,1,5.0,6,60,0,1,0,1,0,1,0,0.0875243447912835
0,1,3.0,5,78,0,1,0,1,0,0,1,0.09022984244878156
1,3,4.0,4,69,0,1,0,1,0,0,1,0.0942701122624976
1,1,2.0,2,58,0,0,1,1,0,1,0,0.0878319815941821
2,1,4.0,10,82,0,1,0,1,0,0,1,0.09624299389925234
2,3,5.0,9,84,0,0,1,1,0,0,1,0.08548093087431369
2,1,4.0,4,60,0,1,0,1,0,0,1,0.08696650857705886
2,1,5.0,7,62,0,0,1,1,0,0,1,0.08834889489087976
2,1,2.0,3,85,0,0,1,1,0,1,0,0.08546681697912299
1,1,1.0,7,52,0,1,0,1,0,1,0,0.08079852507722972
1,1,3.0,6,68,0,0,1,1,0,1,0,0.08822288556330167
1,3,3.0,2,69,0,1,0,1,0,1,0,0.09149308900349447
2,4,1.0,4,54,0,0,1,1,0,1,0,0.0799343863452971
1,1,2.0,2,51,0,1,0,1,0,0,1,0.08595562770106997
1,1,2.0,5,59,1,1,0,1,0,0,1,0.10309267220704284
2,1,2.0,3,65,0,0,1,1,0,0,1,0.09301224432809156
2,1,3.0,5,77,0,0,1,1,0,0,1,0.09707172737770083
2,1,5.0,7,64,1,1,0,1,0,0,1,0.08699613719454245
1,1,2.0,21,59,0,1,0,1,0,1,0,0.08790625526403299
2,1,3.0,5,62,0,0,1,1,0,1,0,0.09305137748043235
0,1,3.0,5,55,1,0,1,1,0,0,1,0.08789486047256921
1,2,5.0,3,63,1,0,1,1,0,1,0,0.08595216850259084
2,1,4.0,3,49,0,1,0,1,0,0,1,0.08002052356827243
0,1,3.0,4,51,0,0,1,1,0,1,0,0.08086372916975208
1,1,4.0,7,79,0,1,0,1,0,1,0,0.09024706001290474
1,1,5.0,23,53,0,0,1,1,0,0,1,0.08000949724933597
1,1,2.0,4,49,1,0,1,1,0,0,1,0.08000454215468362
2,1,3.0,3,67,1,0,1,1,0,1,0,0.08089620966087431
2,1,5.0,13,48,0,0,1,1,0,1,0,0.08010522404457485
1,1,1.0,2,65,0,0,1,1,0,1,0,0.08715001001367313
2,1,3.0,7,55,0,0,1,1,0,0,1,0.08095446084270694
1,1,2.0,7,82,0,1,0,1,0,1,0,0.09112390480069228
2,1,5.0,8,57,0,0,1,1,0,0,1,0.08238163458858119
1,1,5.0,7,59,0,1,0,0,1,0,1,0.09312985814468744
2,1,1.0,7,44,0,0,1,1,0,1,0,0.08009052287887035
1,1,3.0,29,61,0,0,1,1,0,1,0,0.09311973756532911
1,1,3.0,4,68,0,0,1,1,0,0,1,0.09427062565767008
1,2,3.0,4,65,0,1,0,1,0,1,0,0.09396321660637356
2,1,5.0,4,61,0,0,1,1,0,1,0,0.09395403220455317
1,1,3.0,2,97,1,1,0,1,0,0,1,0.08605835100371251
2,1,5.0,3,85,0,0,1,1,0,1,0,0.09154837637408053
1,1,3.0,17,46,0,0,1,1,0,1,0,0.08096542810103725
1,1,4.0,6,72,0,1,0,1,0,0,1,0.08912720780452642
1,1,3.0,13,68,0,0,1,1,0,1,0,0.08911731664681692
2,1,5.0,9,67,0,1,0,1,0,1,0,0.09396387871412153
1,3,3.0,4,50,0,0,1,1,0,1,0,0.08012098271895066
2,2,5.0,3,71,1,0,1,1,0,0,1,0.08827200401009176
1,2,5.0,4,58,0,0,1,1,0,0,1,0.08834712331491824
2,1,3.0,6,84,0,0,1,1,0,0,1,0.09235771026811283
2,1,5.0,6,67,0,0,1,1,0,0,1,0.09434545808006328
1,2,3.0,7,57,0,0,1,1,0,1,0,0.08714713776450439
2,1,4.0,5,58,0,0,1,1,0,1,0,0.08795625513367351
2,1,5.0,4,83,0,0,1,1,0,0,1,0.07543463967911868
1,1,3.0,19,51,0,0,1,1,0,0,1,0.08013650615366935
2,1,3.0,1,59,0,0,1,1,0,1,0,0.08151467957291174
2,1,3.0,4,80,0,0,1,1,0,0,1,0.09708003938320253
1,1,5.0,5,47,0,0,1,1,0,0,1,0.07542908662946839
2,1,5.0,10,61,0,1,0,1,0,1,0,0.09392632026783972
2,1,4.0,2,76,1,1,0,1,0,0,1,0.09336059750044452
0,1,3.0,2,86,0,0,1,1,0,0,1,0.08636837072342651
0,1,3.0,7,81,0,0,1,1,0,1,0,0.0963099542538075
2,1,3.0,10,49,0,1,0,1,0,1,0,0.08610254414480244
1,1,4.0,7,49,0,0,1,1,0,1,0,0.07624662911442755
2,1,5.0,3,85,0,1,0,1,0,0,1,0.0855182051539994
2,1,1.0,4,83,0,0,1,1,0,1,0,0.07538721710208278
0,1,1.0,4,59,0,0,1,1,0,0,1,0.08711057716234107
0,1,4.0,2,53,0,0,1,1,0,1,0,0.08011129097994237
2,1,4.0,4,58,0,0,1,1,0,0,1,0.08710131609876332
1,1,3.0,15,69,0,1,0,1,0,1,0,0.08832233480423411
2,1,2.0,5,85,0,0,1,1,0,1,0,0.0813283577442544
1,3,3.0,3,84,0,0,1,1,0,0,1,0.07531415090245917
1,1,3.0,5,58,0,0,1,1,0,1,0,0.0870880751128254
1,1,2.0,4,58,0,0,1,1,0,1,0,0.08708136576073204
1,1,2.0,4,63,0,0,1,1,0,1,0,0.09305829649969476
2,4,3.0,3,50,0,1,0,1,0,1,0,0.08094157761128384
2,1,3.0,8,49,0,0,1,1,0,1,0,0.0800872053839924
1,1,5.0,6,70,0,1,0,1,0,0,1,0.08914912350692648
2,1,3.0,11,60,0,0,1,1,0,1,0,0.08744171809033585
0,1,3.0,8,62,0,0,1,1,0,1,0,0.09389354001499828
2,1,4.0,5,82,0,0,1,1,0,1,0,0.10678232937601571
1,1,5.0,3,48,0,0,1,1,0,0,1,0.09651689499708853
2,3,3.0,8,80,0,1,0,1,0,1,0,0.09710310376927443
2,1,3.0,12,72,0,0,1,1,0,1,0,0.09511006467157489
2,1,4.0,10,60,0,0,1,1,0,1,0,0.09387436823743746
1,3,3.0,7,81,0,0,1,1,0,1,0,0.09110989414409264
1,1,3.0,13,62,0,1,0,1,0,1,0,0.0878913646994739
1,2,3.0,16,69,0,0,1,1,0,1,0,0.09508935118307348
2,2,3.0,3,74,0,1,0,1,0,1,0,0.09025817269819598
1,1,5.0,10,97,1,0,1,1,0,0,1,0.08547021669470455
2,1,5.0,3,83,0,0,1,1,0,0,1,0.08558839785267847
1,1,3.0,9,49,0,0,1,1,0,1,0,0.0800958608327406
2,1,3.0,8,59,0,0,1,1,0,1,0,0.08228139043669637
2,1,2.0,2,65,0,1,0,1,0,1,0,0.0882906312071818
2,1,1.0,3,47,0,1,0,1,0,0,1,0.08216345035115143
2,1,3.0,3,89,0,0,1,1,0,1,0,0.09153049822562707
1,1,3.0,3,45,0,0,1,1,0,1,0,0.08008581481205002
0,1,3.0,5,51,0,0,1,1,0,0,1,0.0800808617871353
2,1,4.0,6,79,0,1,0,1,0,1,0,0.0962200779222696
1,1,1.0,3,60,0,0,1,1,0,1,0,0.08821296658056588
1,1,3.0,7,70,0,0,1,1,0,1,0,0.08827329753707851
1,1,5.0,6,86,1,0,1,1,0,0,1,0.09150513654457913
0,1,5.0,5,59,0,1,0,1,0,0,1,0.08706775186152489
1,1,5.0,7,43,0,0,1,1,0,1,0,0.08688167105427591
1,1,1.0,2,79,0,1,0,1,0,1,0,0.09026264966558313
1,1,3.0,4,63,0,0,1,1,0,1,0,0.0695090540117429
0,1,1.0,4,47,0,0,1,1,0,1,0,0.08007739814692762
1,1,3.0,5,52,0,1,0,1,0,0,1,0.08007244737488027
2,1,4.0,7,79,0,0,1,1,0,1,0,0.10661339205047711
2,1,3.0,8,49,0,1,0,1,0,1,0,0.08686945314824181
1,1,2.0,7,51,0,0,1,1,0,1,0,0.08006398093174923
2,1,5.0,6,48,0,0,1,1,0,1,0,0.08005903212381565
1,1,4.0,7,50,0,1,0,1,0,1,0,0.08603871539552403
1,2,3.0,2,58,0,1,0,1,0,1,0,0.09029700185334381
0,1,3.0,7,49,0,0,1,1,0,1,0,0.08004881502378171
1,1,3.0,10,59,0,1,0,1,0,1,0,0.09384060979659319
1,1,3.0,2,75,0,0,1,1,0,0,1,0.09338656549324692
1,1,3.0,2,50,0,0,1,1,0,1,0,0.0860220510302979
1,2,3.0,4,50,0,0,1,1,0,1,0,0.08086235405975693
1,1,3.0,6,69,0,1,0,1,0,0,1,0.08907294582072273
1,1,3.0,4,68,0,0,1,1,0,1,0,0.0882431917616917
0,2,3.0,8,52,0,0,1,1,0,1,0,0.08003143453506727
2,1,5.0,4,85,0,0,1,1,0,0,1,0.08123341263801843
2,1,1.0,9,51,0,1,0,1,0,1,0,0.08682717229226679
1,2,5.0,3,45,0,0,1,1,0,0,1,0.09634641569564036
1,2,3.0,5,49,0,0,1,1,0,1,0,0.0868173749387222
2,1,3.0,8,46,0,1,0,1,0,1,0,0.0859896655248199
0,1,4.0,4,54,0,1,0,1,0,1,0,0.0753295869377892
1,1,5.0,7,55,0,0,1,1,0,1,0,0.08001037184146469
1,1,4.0,14,78,0,0,1,1,0,1,0,0.09019946760570796
1,1,4.0,7,61,0,1,0,1,0,0,1,0.08783522586724786
1,1,3.0,9,61,0,1,0,1,0,1,0,0.08782803050646976
1,1,4.0,13,55,0,1,0,1,0,1,0,0.09297407268589138
1,1,5.0,17,64,0,0,1,1,0,1,0,0.09378903715411645
1,2,4.0,4,80,0,0,1,1,0,0,1,0.09697685739787842
1,1,5.0,6,82,1,1,0,1,0,1,0,0.09418226827423
1,1,3.0,14,83,0,0,1,1,0,1,0,0.09019400603157635
2,1,4.0,3,82,0,0,1,1,0,0,1,0.09018408812207979
1,1,4.0,7,59,0,1,0,1,0,0,1,0.08699934169889158
1,1,3.0,6,78,0,0,1,1,0,1,0,0.09017163255283296
2,1,5.0,2,70,1,0,1,1,0,0,1,0.08909338994834698
0,1,5.0,8,84,0,0,1,1,0,0,1,0.08562476607556029
2,1,1.0,4,46,0,0,1,1,0,1,0,0.0808462762782212
1,1,3.0,4,74,0,0,1,1,0,1,0,0.09698853983275785
2,2,3.0,4,62,0,0,1,1,0,1,0,0.09298412653471803
1,1,3.0,3,57,0,0,1,1,0,1,0,0.09380472964776719
1,1,3.0,2,48,0,1,0,1,0,1,0,0.0808369691546053
1,1,3.0,8,71,1,1,0,1,0,0,1,0.09433190706344814
1,1,4.0,5,49,0,0,1,1,0,1,0,0.08083152847518676
0,1,3.0,10,45,0,0,1,1,0,1,0,0.0800181313652019
1,1,4.0,2,86,0,0,1,1,0,0,1,0.08562138955070413
1,1,5.0,3,79,1,0,1,1,0,0,1,0.09699208582739206
2,1,3.0,8,78,0,1,0,1,0,1,0,0.08842312186437562
1,2,3.0,8,58,0,1,0,1,0,1,0,0.08222679116102838
0,1,5.0,14,67,0,1,0,1,0,0,1,0.09445388834117548
1,1,3.0,10,81,0,0,1,1,0,1,0,0.09709806938632172
1,1,1.0,6,61,0,0,1,1,0,1,0,0.08699241633418953
2,1,4.0,5,60,1,0,1,1,0,1,0,0.08000303071027792
0,1,5.0,3,59,0,1,0,1,0,1,0,0.0938534930451619
1,1,2.0,7,62,0,0,1,1,0,1,0,0.0874218486664176
0,1,3.0,2,85,0,0,1,1,0,1,0,0.08562883184577919
1,1,3.0,7,83,0,0,1,1,0,1,0,0.09105897324622635
1,1,4.0,8,76,0,0,1,1,0,0,1,0.09706833691154398
1,2,3.0,3,58,0,0,1,1,0,0,1,0.08700455707780187
1,2,4.0,9,59,0,0,1,1,0,1,0,0.08137760478464368
2,1,2.0,8,60,0,0,1,1,0,1,0,0.08699533340591603
2,2,3.0,9,45,0,0,1,1,0,1,0,0.08086562126250264
1,1,1.0,9,46,0,0,1,1,0,1,0,0.08004472566901642
1,4,3.0,14,63,0,1,0,1,0,0,1,0.10925732355482591
2,1,2.0,9,82,0,1,0,1,0,1,0,0.09021489377348385
1,1,4.0,3,47,0,1,0,1,0,1,0,0.08134828994607243
0,1,3.0,6,60,0,1,0,1,0,1,0,0.0877966384318712
1,1,5.0,3,49,0,0,1,1,0,1,0,0.07531257622984308
1,1,3.0,7,82,0,0,1,1,0,1,0,0.08641652780567761
2,2,4.0,2,87,0,0,1,1,0,0,1,0.08558716864063502
1,2,3.0,5,46,1,0,1,1,0,0,1,0.08605020814079538
1,1,4.0,9,69,0,1,0,1,0,1,0,0.09446718874971656
1,1,3.0,9,76,0,0,1,1,0,1,0,0.08921412904613359
2,1,5.0,12,48,0,0,1,1,0,0,1,0.08611882975714891
1,1,5.0,10,49,0,0,1,1,0,1,0,0.08087166852225895
1,1,3.0,3,53,0,0,1,1,0,0,1,0.08006395787769396
0,1,4.0,2,61,1,1,0,1,0,1,0,0.0800590184283931
2,1,5.0,10,56,1,1,0,1,0,0,1,0.08693923579003691
2,1,3.0,2,60,0,1,0,1,0,1,0,0.08137751573245493
1,1,1.0,6,92,1,0,1,0,1,1,0,0.08014416553526622
2,1,3.0,12,57,0,0,1,1,0,1,0,0.08743750138213945
1,1,5.0,5,52,0,0,1,1,0,1,0,0.08099645402651845
1,2,3.0,5,66,0,1,0,1,0,1,0,0.0884473748658086
1,1,2.0,6,49,0,0,1,1,0,1,0,0.08019452274834253
1,1,5.0,4,51,0,0,1,1,0,1,0,0.08703710365127461
1,1,4.0,3,59,0,0,1,1,0,0,1,0.08781408379831945
0,2,3.0,3,49,0,0,1,1,0,1,0,0.08097900084501114
1,1,5.0,5,69,0,0,1,1,0,1,0,0.08922424646718362
1,4,5.0,4,86,0,0,1,1,0,0,1,0.07606126547629993
0,1,1.0,4,68,0,1,0,1,0,0,1,0.08842417904698124
1,1,4.0,15,63,0,0,1,1,0,1,0,0.07029191506700525
2,1,3.0,3,50,0,0,1,1,0,1,0,0.08096332932617792
1,1,3.0,15,50,0,1,0,1,0,1,0,0.0813935280962352
1,1,4.0,9,69,0,1,0,1,0,0,1,0.09446351661155304
1,1,3.0,15,63,0,0,1,1,0,1,0,0.08700301903725534
2,1,5.0,3,63,0,0,1,1,0,0,1,0.07631354686469731
1,1,4.0,7,52,0,0,1,1,0,1,0,0.08621510942949873
1,1,3.0,4,49,0,0,1,1,0,1,0,0.08620821299700838
0,1,2.0,3,47,0,0,1,1,0,1,0,0.08016009048594451
1,1,2.0,9,74,0,0,1,1,0,1,0,0.0891863298465671
1,1,3.0,3,47,0,1,0,1,0,1,0,0.0801540391111435
1,1,5.0,28,66,0,0,1,1,0,0,1,0.09521990591975972
1,2,5.0,10,62,0,0,1,1,0,0,1,0.08698729763083189
1,1,5.0,2,57,0,1,0,1,0,0,1,0.08698062360223437
1,1,3.0,3,60,0,0,1,1,0,1,0,0.09380946619574586
1,2,4.0,4,57,0,0,1,1,0,0,1,0.08696981680074535
1,2,2.0,8,70,0,0,1,1,0,1,0,0.08916134583063244
2,2,1.0,5,52,0,0,1,1,0,1,0,0.08092975573905364
1,1,3.0,7,67,0,1,0,1,0,0,1,0.08914844944567761
1,1,3.0,3,58,0,0,1,1,0,0,1,0.09379042738667365
0,1,3.0,7,70,0,0,1,1,0,1,0,0.0951786870717692
1,1,1.0,2,63,0,0,1,1,0,1,0,0.08695569185725638
1,1,3.0,6,83,0,0,1,1,0,1,0,0.08559227419639844
1,1,5.0,6,63,0,1,0,1,0,0,1,0.08694648762412309
1,2,5.0,2,68,0,1,0,1,0,1,0,0.09142382092517787
1,1,3.0,6,78,0,1,0,1,0,1,0,0.09703607616589692
1,1,5.0,2,58,0,0,1,1,0,1,0,0.06942358015683482
1,1,5.0,4,91,0,0,1,1,0,0,1,0.0759871051792777
1,3,4.0,7,69,0,0,1,1,0,0,1,0.09515315649721245
2,1,5.0,5,77,0,1,0,1,0,0,1,0.09701681923259099
1,1,4.0,7,46,0,1,0,0,1,0,1,0.08210365259702875
1,1,5.0,9,49,1,0,1,1,0,0,1,0.08615535313282767
2,3,3.0,7,84,0,0,1,1,0,0,1,0.08635231540238386
1,1,5.0,8,57,0,1,0,1,0,0,1,0.08694909497181225
1,2,3.0,4,56,0,0,1,1,0,1,0,0.08694243001938105
2,1,1.0,6,71,0,0,1,1,0,1,0,0.09515721823295671
1,2,3.0,11,52,0,0,1,1,0,1,0,0.08092487126434982
2,1,5.0,5,70,1,0,1,1,0,1,0,0.08738578486231495
1,1,3.0,4,71,0,0,1,1,0,1,0,0.08833674442214441
2,1,3.0,12,65,0,0,1,1,0,0,1,0.09378460419305279
0,1,3.0,2,84,0,1,0,1,0,1,0,0.09020911721271935
0,1,3.0,2,61,0,0,1,1,0,0,1,0.08152234414596161
1,1,4.0,5,81,0,0,1,1,0,1,0,0.1063566287810667
2,1,5.0,5,62,1,1,0,1,0,1,0,0.08700358387868194
1,1,3.0,6,79,0,1,0,1,0,1,0,0.09707439943645857
0,1,3.0,10,68,0,0,1,1,0,1,0,0.09520240734176451
1,3,5.0,7,57,0,0,1,1,0,0,1,0.08693726776068851
2,2,1.0,6,44,0,0,1,1,0,1,0,0.08019260064928661
1,1,1.0,4,73,0,1,0,1,0,1,0,0.08907629072710928
1,1,3.0,5,70,0,1,0,1,0,1,0,0.08830143799029914
2,1,3.0,16,56,0,0,1,1,0,1,0,0.09304096847873455
1,1,3.0,5,61,0,0,1,1,0,1,0,0.07017111395400052
0,2,1.0,3,48,0,0,1,1,0,1,0,0.08018148107204598
2,1,5.0,8,87,0,0,1,1,0,1,0,0.08556526528626011
2,1,4.0,6,50,1,0,1,1,0,0,1,0.08691270214552833
0,1,5.0,7,70,0,0,1,1,0,0,1,0.08906584925133791
0,1,1.0,7,48,0,0,1,1,0,1,0,0.08020087964475066
1,1,1.0,3,69,0,0,1,1,0,1,0,0.08905491572244299
1,1,4.0,6,92,1,0,1,1,0,0,1,0.0809457784787343
2,1,3.0,7,60,0,1,0,1,0,1,0,0.0694114382956565
2,1,4.0,12,52,0,1,0,1,0,1,0,0.0863307413263326
1,1,3.0,4,86,0,0,1,1,0,1,0,0.08558555465672417
1,1,2.0,7,45,0,0,1,1,0,1,0,0.08022822488455526
1,1,4.0,5,66,1,0,1,0,1,0,1,0.08775556864271505
2,3,5.0,4,46,0,0,1,1,0,0,1,0.08023581615807945
1,1,4.0,2,58,0,1,0,1,0,0,1,0.08782645019559294
1,2,2.0,5,72,0,1,0,1,0,0,1,0.08910310972642783
1,1,4.0,2,67,0,1,0,1,0,1,0,0.09517936639818599
1,1,5.0,14,52,0,0,1,1,0,1,0,0.08710439760160678
1,1,4.0,9,49,0,0,1,1,0,1,0,0.08630621698358003
1,1,5.0,10,79,1,0,1,1,0,0,1,0.09098987550746385
2,1,3.0,3,72,0,1,0,1,0,1,0,0.08911537083106423
2,1,5.0,6,47,0,1,0,1,0,0,1,0.08629932406502368
1,1,4.0,5,48,0,0,1,1,0,1,0,0.08023000622135416
1,1,5.0,5,50,0,0,1,1,0,0,1,0.0871019368538797
2,1,4.0,10,84,0,0,1,1,0,1,0,0.08558532886687564
1,1,4.0,9,59,0,0,1,1,0,1,0,0.06939236130711067
2,2,1.0,3,85,0,0,1,1,0,1,0,0.08557128709352453
1,1,5.0,7,51,0,0,1,1,0,0,1,0.08103075191975904
2,1,4.0,12,82,0,1,0,1,0,1,0,0.09632408367897945
0,1,4.0,15,61,0,0,1,1,0,0,1,0.08701750868890211
1,2,4.0,4,61,0,1,0,1,0,1,0,0.08151424939250408
1,1,3.0,13,45,0,0,1,1,0,0,1,0.08708716028542106
0,1,3.0,6,72,0,1,0,1,0,1,0,0.0882759030014502
1,1,3.0,3,49,0,1,0,1,0,0,1,0.0761133621010867
1,1,3.0,2,58,0,1,0,1,0,1,0,0.085289334076934
1,1,1.0,13,50,0,1,0,1,0,1,0,0.08101270562693229
2,1,5.0,3,84,0,0,1,1,0,0,1,0.08635921480677233
2,1,5.0,16,68,0,1,0,1,0,0,1,0.08907311935051236
2,1,5.0,7,81,0,0,1,1,0,0,1,0.08553626662483897
1,1,3.0,15,60,0,0,1,1,0,0,1,0.09387581205294611
0,1,4.0,4,47,0,0,1,1,0,1,0,0.08099817738245053
1,1,4.0,14,44,0,1,0,1,0,0,1,0.08214614418252487
1,1,1.0,5,55,0,0,1,0,1,0,1,0.0869935869119854
2,1,5.0,5,54,0,0,1,1,0,1,0,0.08698692561112797
2,1,3.0,6,49,0,0,1,1,0,1,0,0.08705345515159159
1,1,3.0,4,69,0,0,1,1,0,1,0,0.08824668343975824
1,1,1.0,6,65,0,0,1,1,0,1,0,0.09384656612030125
0,1,3.0,9,85,0,0,1,1,0,1,0,0.09628698596932711
1,1,1.0,9,82,0,0,1,1,0,1,0,0.08203660928992633
2,2,5.0,3,86,0,0,1,1,0,1,0,0.08551464976761618
0,2,5.0,9,77,0,1,0,1,0,0,1,0.0970756121380668
2,1,5.0,11,48,1,0,1,1,0,0,1,0.0870280975994314
1,1,2.0,9,82,0,0,1,1,0,1,0,0.08632635221164871
0,1,3.0,3,62,0,0,1,1,0,1,0,0.08696854447643652
2,1,3.0,3,85,1,0,1,1,0,1,0,0.07513923574514335
1,1,5.0,9,50,0,1,0,1,0,0,1,0.08022731912644882
2,1,4.0,9,69,0,1,0,1,0,0,1,0.09432547268841018
2,1,5.0,7,60,0,0,1,1,0,1,0,0.10310079944088058
1,1,3.0,9,60,0,0,1,1,0,1,0,0.08698064463075288
1,1,4.0,2,48,0,0,1,1,0,1,0,0.08021731818590576
1,1,5.0,10,89,1,1,0,1,0,1,0,0.09629319589338725
1,1,3.0,3,62,0,1,0,1,0,1,0,0.08778442781085442
0,1,3.0,3,70,0,0,1,1,0,1,0,0.08825514127051441
1,1,5.0,8,60,1,1,0,1,0,0,1,0.09307954684447561
1,1,1.0,4,59,0,1,0,1,0,1,0,0.0939434699552561
1,1,4.0,12,62,0,0,1,1,0,0,1,0.0878093177652236
0,2,1.0,3,48,0,1,0,1,0,1,0,0.0802384764565628
0,1,3.0,4,65,0,1,0,1,0,1,0,0.08825761875335587
2,1,5.0,9,56,0,0,1,1,0,1,0,0.08101165104322618
0,1,5.0,7,59,0,0,1,1,0,0,1,0.09314767147332188
1,1,4.0,6,51,0,0,1,1,0,1,0,0.08100621860206153
1,1,3.0,4,50,0,1,0,1,0,1,0,0.07606042311968503
2,1,1.0,5,80,0,0,1,1,0,1,0,0.09643027125128319
0,1,5.0,6,49,0,0,1,1,0,1,0,0.08022003174732574
1,2,3.0,11,48,0,0,1,1,0,1,0,0.08634176259275524
0,1,4.0,7,59,0,0,1,1,0,0,1,0.07014195241304501
1,1,2.0,7,49,0,0,1,1,0,1,0,0.0863348779742612
2,1,4.0,13,45,0,0,1,1,0,1,0,0.0809864191612207
1,1,3.0,3,84,0,0,1,1,0,1,0,0.08629383986098671
1,2,3.0,3,61,0,0,1,1,0,1,0,0.08700032534862318
1,1,5.0,3,71,0,1,0,1,0,0,1,0.09435589840600589
1,1,3.0,4,68,0,0,1,1,0,1,0,0.08822273394530855
1,1,3.0,2,67,0,0,1,1,0,0,1,0.09190246872451008
1,2,1.0,5,88,0,0,1,1,0,1,0,0.08549914534635548
2,1,3.0,3,82,0,1,0,1,0,1,0,0.08173323631186567
1,3,5.0,3,61,0,0,1,1,0,1,0,0.08224893471062904
2,1,5.0,3,47,0,1,0,1,0,0,1,0.07602619169608472
2,1,5.0,5,79,1,0,1,1,0,0,1,0.0902715223006209
0,1,3.0,11,75,0,1,0,1,0,1,0,0.09036210951542419
1,1,2.0,3,51,0,1,0,1,0,1,0,0.07602182643201577
2,1,5.0,2,47,0,0,1,1,0,0,1,0.07600607010304238
2,3,1.0,5,78,0,0,1,1,0,1,0,0.09646408198903411
1,1,2.0,7,60,0,1,0,1,0,0,1,0.08700530877287137
1,1,4.0,5,45,0,0,1,1,0,1,0,0.08632043159640405
2,1,3.0,7,59,0,1,0,1,0,1,0,0.08776129416770502
2,1,3.0,4,84,0,1,0,1,0,1,0,0.08550074282362692
1,1,5.0,6,59,0,1,0,1,0,0,1,0.09386433221859784
1,1,3.0,3,72,0,0,1,1,0,1,0,0.08897633332979411
1,1,4.0,5,59,0,0,1,1,0,0,1,0.08698425493012323
2,1,4.0,10,49,0,1,0,1,0,0,1,0.08630764938573815
1,1,5.0,3,69,0,0,1,1,0,0,1,0.09507284011244739
1,2,1.0,5,49,0,0,1,1,0,1,0,0.08629772161117055
0,1,2.0,2,51,0,0,1,1,0,1,0,0.08018955472152557
2,1,3.0,5,51,0,0,1,1,0,1,0,0.09622927600397031
1,1,4.0,5,49,0,0,1,1,0,1,0,0.08018112277412617
2,1,4.0,3,47,0,0,1,1,0,1,0,0.08628079501212506
